Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: perspective_taking,Store: emotion_contagion,Store: online_simulation,Store: peripheral_responsivity,Store: proximal_responsivity,Store: CE,Store: AE
49,1677425990019,26/02/2023 15:39:50,1677425990019,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I can easily work out what another person might want to talk about.**,response,value,Agree,,,Q25_CE_Perpective_Taking,5,object-55,28,11,25,10,11,53,32
50,1677425990020,26/02/2023 15:39:50,1677425990020,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I can easily work out what another person might want to talk about.**,response,quantised,3,,,Q25_CE_Perpective_Taking,5,object-55,28,11,25,10,11,53,32
51,1677425990021,26/02/2023 15:39:50,1677425990021,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**Before I do something I try to consider how my friends will react to it.**,response,value,Agree,,,Q31_CE_Online_Simulation,11,object-68,28,11,25,10,11,53,32
52,1677425990022,26/02/2023 15:39:50,1677425990022,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**Before I do something I try to consider how my friends will react to it.**,response,quantised,3,,,Q31_CE_Online_Simulation,11,object-68,28,11,25,10,11,53,32
53,1677425990022,26/02/2023 15:39:50,1677425990022,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I can tell if someone is masking their true emotion.**,response,value,Disagree,,,Q26_CE_Perpective_Taking,6,object-57,28,11,25,10,11,53,32
54,1677425990023,26/02/2023 15:39:50,1677425990023,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I can tell if someone is masking their true emotion.**,response,quantised,2,,,Q26_CE_Perpective_Taking,6,object-57,28,11,25,10,11,53,32
55,1677425990024,26/02/2023 15:39:50,1677425990024,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,"**I can sense if I am intruding, even if the other person does not tell me.**",response,value,Agree,,,Q24_CE_Perpective_Taking,4,object-53,28,11,25,10,11,53,32
56,1677425990025,26/02/2023 15:39:50,1677425990025,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,"**I can sense if I am intruding, even if the other person does not tell me.**",response,quantised,3,,,Q24_CE_Perpective_Taking,4,object-53,28,11,25,10,11,53,32
57,1677425990026,26/02/2023 15:39:50,1677425990026,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I always try to consider the other fellow’s feelings before I do something.**,response,value,Agree,,,Q30_CE_Online_Simulation,10,object-66,28,11,25,10,11,53,32
58,1677425990027,26/02/2023 15:39:50,1677425990027,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I always try to consider the other fellow’s feelings before I do something.**,response,quantised,3,,,Q30_CE_Online_Simulation,10,object-66,28,11,25,10,11,53,32
59,1677425990028,26/02/2023 15:39:50,1677425990028,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,value,Agree,,,Q28_CE_Online_Simulation,8,object-62,28,11,25,10,11,53,32
60,1677425990029,26/02/2023 15:39:50,1677425990029,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,quantised,3,,,Q28_CE_Online_Simulation,8,object-62,28,11,25,10,11,53,32
61,1677425990030,26/02/2023 15:39:50,1677425990030,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I can easily tell if someone else is interested or bored with what I am saying.**,response,value,Agree,,,Q22_CE_Perpective_Taking,2,object-49,28,11,25,10,11,53,32
62,1677425990031,26/02/2023 15:39:50,1677425990031,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**I can easily tell if someone else is interested or bored with what I am saying.**,response,quantised,3,,,Q22_CE_Perpective_Taking,2,object-49,28,11,25,10,11,53,32
63,1677425990032,26/02/2023 15:39:50,1677425990032,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**Friends talk to me about their problems as they say that I am very understanding.**,response,value,Agree,,,Q23_AE_Proximal_Responsivity,3,object-51,28,11,25,10,11,53,32
64,1677425990033,26/02/2023 15:39:50,1677425990033,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,Page 4,slymoa,4,**Friends talk to me about their problems as they say that I am very understanding.**,response,quantised,3,,,Q23_AE_Proximal_Responsivity,3,object-51,28,11,25,10,11,53,32
65,1677425990034,26/02/2023 15:39:50,1677425990034,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,perspective_taking,response,score,28,,,,,,,,,,,,
66,1677425990036,26/02/2023 15:39:50,1677425990036,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,emotion_contagion,response,score,11,,,,,,,,,,,,
67,1677425990036,26/02/2023 15:39:50,1677425990036,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,online_simulation,response,score,25,,,,,,,,,,,,
68,1677425990037,26/02/2023 15:39:50,1677425990037,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,peripheral_responsivity,response,score,10,,,,,,,,,,,,
69,1677425990038,26/02/2023 15:39:50,1677425990038,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,proximal_responsivity,response,score,11,,,,,,,,,,,,
70,1677425990039,26/02/2023 15:39:50,1677425990039,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,CE,response,score,53,,,,,,,,,,,,
71,1677425990040,26/02/2023 15:39:50,1677425990040,0,26/02/2023 15:39:50,121969,4,questionnaire-tx5o,,27572131,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,QCAE,6,AB,AB,,,,AE,response,score,32,,,,,,,,,,,,
1,1677856613479,03/03/2023 15:16:53,1677856613479,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I am good at predicting how someone will feel.**,response,value,Agree,,,Q19_CE_Perpective_Taking,10,object-45,12,8,4,8,5,16,21
2,1677856613479,03/03/2023 15:16:53,1677856613479,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I am good at predicting how someone will feel.**,response,quantised,3,,,Q19_CE_Perpective_Taking,10,object-45,12,8,4,8,5,16,21
3,1677856613481,03/03/2023 15:16:53,1677856613481,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I get very upset when I see someone cry.**,response,value,Disagree,,,Q12_AE_Proximal_Responsivity,3,object-31,12,8,4,8,5,16,21
4,1677856613481,03/03/2023 15:16:53,1677856613481,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I get very upset when I see someone cry.**,response,quantised,2,,,Q12_AE_Proximal_Responsivity,3,object-31,12,8,4,8,5,16,21
5,1677856613481,03/03/2023 15:16:53,1677856613481,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I can pick up quickly if someone says one thing but means another.**,response,value,Agree,,,Q16_CE_Perpective_Taking,7,object-39,12,8,4,8,5,16,21
6,1677856613482,03/03/2023 15:16:53,1677856613482,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I can pick up quickly if someone says one thing but means another.**,response,quantised,3,,,Q16_CE_Perpective_Taking,7,object-39,12,8,4,8,5,16,21
7,1677856613482,03/03/2023 15:16:53,1677856613482,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I find it easy to put myself in somebody else’s shoes.**,response,value,Strongly Agree,,,Q18_CE_Online_Simulation,9,object-43,12,8,4,8,5,16,21
8,1677856613483,03/03/2023 15:16:53,1677856613483,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I find it easy to put myself in somebody else’s shoes.**,response,quantised,4,,,Q18_CE_Online_Simulation,9,object-43,12,8,4,8,5,16,21
9,1677856613483,03/03/2023 15:16:53,1677856613483,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I can easily tell if someone else wants to enter a conversation.**,response,value,Agree,,,Q15_CE_Perpective_Taking,6,object-37,12,8,4,8,5,16,21
10,1677856613484,03/03/2023 15:16:53,1677856613484,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I can easily tell if someone else wants to enter a conversation.**,response,quantised,3,,,Q15_CE_Perpective_Taking,6,object-37,12,8,4,8,5,16,21
11,1677856613484,03/03/2023 15:16:53,1677856613484,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,value,Strongly Agree,,,Q13_AE_Emotion_Contagion,4,object-33,12,8,4,8,5,16,21
12,1677856613485,03/03/2023 15:16:53,1677856613485,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,quantised,4,,,Q13_AE_Emotion_Contagion,4,object-33,12,8,4,8,5,16,21
13,1677856613486,03/03/2023 15:16:53,1677856613486,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**It is hard for me to see why some things upset people so much.**,response,value,Strongly Disagree,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,12,8,4,8,5,16,21
14,1677856613486,03/03/2023 15:16:53,1677856613486,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**It is hard for me to see why some things upset people so much.**,response,quantised,1,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,12,8,4,8,5,16,21
15,1677856613487,03/03/2023 15:16:53,1677856613487,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**It affects me very much when one of my friends seems upset.**,response,value,Agree,,,Q10_AE_Proximal_Responsivity,1,object-27,12,8,4,8,5,16,21
16,1677856613487,03/03/2023 15:16:53,1677856613487,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**It affects me very much when one of my friends seems upset.**,response,quantised,3,,,Q10_AE_Proximal_Responsivity,1,object-27,12,8,4,8,5,16,21
17,1677856613488,03/03/2023 15:16:53,1677856613488,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I am quick to spot when someone in a group is feeling awkward or uncomfortable.**,response,value,Agree,,,Q20_CE_Perpective_Taking,11,object-70,12,8,4,8,5,16,21
18,1677856613489,03/03/2023 15:16:53,1677856613489,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**I am quick to spot when someone in a group is feeling awkward or uncomfortable.**,response,quantised,3,,,Q20_CE_Perpective_Taking,11,object-70,12,8,4,8,5,16,21
19,1677856613489,03/03/2023 15:16:53,1677856613489,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,value,Strongly Agree,,,Q11_AE_Peripheral_Responsivity,2,object-29,12,8,4,8,5,16,21
20,1677856613490,03/03/2023 15:16:53,1677856613490,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,quantised,4,,,Q11_AE_Peripheral_Responsivity,2,object-29,12,8,4,8,5,16,21
21,1677856613491,03/03/2023 15:16:53,1677856613491,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**It worries me when others are worrying and panicky.**,response,value,Strongly Agree,,,Q14_AE_Emotion_Contagion,5,object-35,12,8,4,8,5,16,21
22,1677856613491,03/03/2023 15:16:53,1677856613491,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 3,4ai8ku,2,**It worries me when others are worrying and panicky.**,response,quantised,4,,,Q14_AE_Emotion_Contagion,5,object-35,12,8,4,8,5,16,21
23,1677856613492,03/03/2023 15:16:53,1677856613492,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I usually stay emotionally detached when watching a film.**,response,value,Disagree,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,30,8,13,11,8,43,27
24,1677856613493,03/03/2023 15:16:53,1677856613493,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I usually stay emotionally detached when watching a film.**,response,quantised,2,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,30,8,13,11,8,43,27
25,1677856613494,03/03/2023 15:16:53,1677856613494,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,"**I can sense if I am intruding, even if the other person does not tell me.**",response,value,Agree,,,Q24_CE_Perpective_Taking,4,object-53,30,8,13,11,8,43,27
26,1677856613494,03/03/2023 15:16:53,1677856613494,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,"**I can sense if I am intruding, even if the other person does not tell me.**",response,quantised,3,,,Q24_CE_Perpective_Taking,4,object-53,30,8,13,11,8,43,27
27,1677856613495,03/03/2023 15:16:53,1677856613495,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**Before I do something I try to consider how my friends will react to it.**,response,value,Agree,,,Q31_CE_Online_Simulation,11,object-68,30,8,13,11,8,43,27
28,1677856613496,03/03/2023 15:16:53,1677856613496,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**Before I do something I try to consider how my friends will react to it.**,response,quantised,3,,,Q31_CE_Online_Simulation,11,object-68,30,8,13,11,8,43,27
29,1677856613497,03/03/2023 15:16:53,1677856613497,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I can easily work out what another person might want to talk about.**,response,value,Agree,,,Q25_CE_Perpective_Taking,5,object-55,30,8,13,11,8,43,27
30,1677856613497,03/03/2023 15:16:53,1677856613497,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I can easily work out what another person might want to talk about.**,response,quantised,3,,,Q25_CE_Perpective_Taking,5,object-55,30,8,13,11,8,43,27
31,1677856613499,03/03/2023 15:16:53,1677856613499,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,value,Agree,,,Q28_CE_Online_Simulation,8,object-62,30,8,13,11,8,43,27
32,1677856613499,03/03/2023 15:16:53,1677856613499,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,quantised,3,,,Q28_CE_Online_Simulation,8,object-62,30,8,13,11,8,43,27
33,1677856613500,03/03/2023 15:16:53,1677856613500,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I always try to consider the other fellow’s feelings before I do something.**,response,value,Agree,,,Q30_CE_Online_Simulation,10,object-66,30,8,13,11,8,43,27
34,1677856613501,03/03/2023 15:16:53,1677856613501,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I always try to consider the other fellow’s feelings before I do something.**,response,quantised,3,,,Q30_CE_Online_Simulation,10,object-66,30,8,13,11,8,43,27
35,1677856613502,03/03/2023 15:16:53,1677856613502,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I can easily tell if someone else is interested or bored with what I am saying.**,response,value,Agree,,,Q22_CE_Perpective_Taking,2,object-49,30,8,13,11,8,43,27
36,1677856613503,03/03/2023 15:16:53,1677856613503,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I can easily tell if someone else is interested or bored with what I am saying.**,response,quantised,3,,,Q22_CE_Perpective_Taking,2,object-49,30,8,13,11,8,43,27
37,1677856613503,03/03/2023 15:16:53,1677856613503,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,value,Strongly Agree,,,Q21_CE_Perpective_Taking,1,object-47,30,8,13,11,8,43,27
38,1677856613504,03/03/2023 15:16:53,1677856613504,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,quantised,4,,,Q21_CE_Perpective_Taking,1,object-47,30,8,13,11,8,43,27
39,1677856613505,03/03/2023 15:16:53,1677856613505,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I am good at predicting what someone will do.**,response,value,Disagree,,,Q27_CE_Perpective_Taking,7,object-59,30,8,13,11,8,43,27
40,1677856613506,03/03/2023 15:16:53,1677856613506,0,03/03/2023 15:16:53,121969,4,questionnaire-tx5o,,27781627,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,QCAE,6,AB,AB,Page 4,slymoa,3,**I am good at predicting what someone will do.**,response,quantised,2,,,Q27_CE_Perpective_Taking,7,object-59,30,8,13,11,8,43,27
